ID UPAKOVKA;MXIK;DATA;INN DISTRIBUTOR;INN KONTRAGENT;KOL-VO;PRICE;PRICE TYPE
AAAD234001;03004328012001001;12.09.2024;309159499;310454878;2;22805,44;UZS
AAAD234002;03004121001027008;24.08.2024;309159499;306447934;100;3557,12;UZS
AAAD234003;03004121001027008;28.08.2024;309159499;306707181;50;3628,8;UZS
AAAD234004;03004121001027008;31.08.2024;309159499;307974871;50;3628,8;UZS
AAAD234005;03004236023002002;07.09.2024;309159499;310929245;2;13050,24;UZS
AAAD234006;03004236023002002;09.09.2024;309159499;308869960;5;13050,24;UZS
AAAD234007;03004097003020003;06.08.2024;309159499;205126427;7;73729,6;UZS
AAAD234008;03004097003020003;27.08.2024;309159499;308850574;30;74473,28;UZS
AAAD234009;03004097003020003;28.08.2024;309159499;305709820;10;74473,28;UZS
AAAD234010;03004097003020003;29.08.2024;309159499;207111706;50;74473,28;UZS
AAAD234011;03004097003020003;02.09.2024;309159499;306447934;4;70712,32;UZS
AAAD234012;03004097003020003;05.09.2024;309159499;306447934;5;72992,64;UZS
AAAD234013;03004097003020003;05.09.2024;309159499;307426025;50;72992,64;UZS
AAAD234014;03004097003020003;05.09.2024;309159499;303883427;20;72992,64;UZS
AAAD234015;03004097003020003;05.09.2024;309159499;306111387;50;74473,28;UZS
AAAD234016;03004097003020003;06.09.2024;309159499;303970073;25;74473,28;UZS
AAAD234017;03004097003020003;07.09.2024;309159499;306447934;15;72992,64;UZS
AAAD234018;03004097003020003;07.09.2024;309159499;309809203;5;72992,64;UZS
AAAD234019;03004097003020003;09.09.2024;309159499;305751344;20;74473,28;UZS
AAAD234020;03004097003020003;12.09.2024;309159499;309382753;2;74473,28;UZS
AAAD234021;03004118005001002;05.01.2024;309159499;205787523;60;10197;UZS
AAAD234022;03004118005001002;13.06.2024;309159499;305590047;300;7728;UZS
AAAD234023;03004118005001002;20.07.2024;309159499;309153515;300;7728;UZS
AAAD234024;03004118005001002;02.08.2024;309159499;309153515;120;7728;UZS
AAAD234025;03004118005001002;02.08.2024;309159499;303410864;120;7728;UZS
AAAD234026;03004118005001002;02.08.2024;309159499;305590047;400;7728;UZS
AAAD234027;03004118005001002;28.08.2024;309159499;310102144;60;5958,4;UZS
AAAD234028;03004118005001002;28.08.2024;309159499;306447934;30;5958,4;UZS
AAAD234029;03004118005001002;29.08.2024;309159499;302203228;12;6079,36;UZS
AAAD234030;03004118005001002;29.08.2024;309159499;306118449;60;6079,36;UZS
AAAD234031;03004118005001002;29.08.2024;309159499;309431612;30;6079,36;UZS
AAAD234032;03004118005001002;29.08.2024;309159499;301017103;20;6079,36;UZS
AAAD234033;03004118005001002;31.08.2024;309159499;306682019;10;6261,92;UZS
AAAD234034;03004118005001002;03.09.2024;309159499;302493858;60;6079,36;UZS
AAAD234035;03004118005001002;05.09.2024;309159499;306447934;60;5958,4;UZS
AAAD234036;03004118005001002;06.09.2024;309159499;206920174;40;6079,36;UZS
AAAD234037;03004118005001002;07.09.2024;309159499;303436206;15;6261,92;UZS
AAAD234038;03004118005001002;09.09.2024;309159499;308509284;30;6079,36;UZS
AAAD234039;03004118005001002;10.09.2024;309159499;307834285;10;6079,36;UZS
AAAD234040;03004118005001002;10.09.2024;309159499;304622274;30;6079,36;UZS
AAAD234041;03004118005001002;10.09.2024;309159499;302854834;90;6079,36;UZS
AAAD234042;03004118005001002;10.09.2024;309159499;306946147;5;6079,36;UZS
AAAD234043;03004118005001002;10.09.2024;309159499;306946147;10;6079,36;UZS
AAAD234044;03004118005001002;10.09.2024;309159499;306946147;5;6079,36;UZS
AAAD234045;03004118005001002;10.09.2024;309159499;306946147;10;6079,36;UZS
AAAD234046;03004118005001002;10.09.2024;309159499;306946147;15;6079,36;UZS
