ID UPAKOVKA;MXIK;DATA;INN DISTRIBUTOR;INN KONTRAGENT;KOL-VO;PRICE;PRICE TYPE
AAAD696850;03004064001003002;30.01.2024;309159499;310971464;1;148756;UZS
AAAD696851;03004064001003002;01.02.2024;309159499;303410864;6;148756;UZS
AAAD696852;03004064001003002;03.02.2024;309159499;303474817;5;145839;UZS
AAAD696853;03004064001003002;05.02.2024;309159499;304854500;10;145839;UZS
AAAD696854;03004064001003002;06.02.2024;309159499;306447934;2;147312;UZS
AAAD696855;03004064001003002;07.02.2024;309159499;310439848;2;149551;UZS
AAAD696856;03004064001003002;07.02.2024;309159499;303337431;3;149551;UZS
AAAD696857;03004064001003002;08.02.2024;309159499;305169949;2;146604,3;UZS
AAAD696858;03004064001003002;08.02.2024;309159499;303461595;1;149551;UZS
AAAD696859;03004064001003002;09.02.2024;309159499;305112402;3;149551;UZS
AAAD696860;03004064001003002;10.02.2024;309159499;303298480;2;146604,3;UZS
AAAD696861;03004064001003002;13.02.2024;309159499;300433386;2;149551;UZS
AAAD696862;03004064001003002;14.02.2024;309159499;303970073;30;146604,3;UZS
AAAD696863;03004064001003002;15.02.2024;309159499;303461595;1;149551;UZS
AAAD696864;03004064001003002;16.02.2024;309159499;310458800;2;149551;UZS
AAAD696865;03004064001003002;19.02.2024;309159499;304854500;8;146604,3;UZS
AAAD696866;03004064001003002;19.02.2024;309159499;310675587;1;149551;UZS
AAAD696867;03004064001003002;20.02.2024;309159499;306447934;3;149552;UZS
AAAD696868;03004064001003002;26.02.2024;309159499;306447934;5;149552;UZS
AAAD696869;03004064001003002;29.02.2024;309159499;303461595;1;149552;UZS
AAAD696870;03004064001003002;04.03.2024;309159499;309311674;3;149552;UZS
AAAD696871;03004064001003002;06.03.2024;309159499;303461595;1;149552;UZS
AAAD696872;03004064001003002;06.03.2024;309159499;205681704;10;149552;UZS
AAAD696873;03004064001003002;06.03.2024;309159499;301444507;1;149552;UZS
AAAD696874;03004064001003002;06.03.2024;309159499;303274639;1;149552;UZS
AAAD696875;03004064001003002;07.03.2024;309159499;305193714;1;154039;UZS
AAAD696876;03004064001003002;07.03.2024;309159499;306604381;2;154039;UZS
AAAD696877;03004064001003002;07.03.2024;309159499;304374402;1;149552;UZS
AAAD696878;03004064001003002;07.03.2024;309159499;307789792;2;149552;UZS
AAAD696879;03004064001003002;11.03.2024;309159499;302984318;3;149552;UZS
AAAD696880;03004064001003002;11.03.2024;309159499;306447934;3;149552;UZS
AAAD696881;03004064001003002;12.03.2024;309159499;300433386;5;149552;UZS
AAAD696882;03004064001003002;13.03.2024;309159499;302476481;1;149552;UZS
AAAD696883;03004064001003002;14.03.2024;309159499;305193714;2;154039;UZS
AAAD696884;03004064001003002;14.03.2024;309159499;307754987;2;149552;UZS
AAAD696885;03004064001003002;14.03.2024;309159499;303461595;1;149552;UZS
AAAD696886;03004064001003002;15.03.2024;309159499;310687097;2;149552;UZS
AAAD696887;03004064001003002;11.04.2024;309159499;303474817;5;163339,68;UZS
AAAD696888;03004064001003002;25.04.2024;309159499;309616143;2;171343,2;UZS
AAAD696889;03004064001003002;30.04.2024;309159499;306247605;1;171343,2;UZS
AAAD696890;03004064001003002;30.04.2024;309159499;200519218;8;171343,2;UZS
AAAD696891;03004064001003002;30.04.2024;309159499;306447934;9;171343,2;UZS
AAAD696892;03004064001003002;01.05.2024;309159499;306991346;1;171343,2;UZS
AAAD696893;03004064001003002;02.05.2024;309159499;203405151;2;171343,2;UZS
AAAD696894;03004064001003002;02.05.2024;309159499;307789792;2;171343,2;UZS
AAAD696895;03004064001003002;06.05.2024;309159499;305077145;6;171343,2;UZS
AAAD696896;03004064001003002;07.05.2024;309159499;302938451;5;171343,2;UZS
AAAD696897;03004064001003002;22.05.2024;309159499;309930560;1;170217,6;UZS
AAAD696898;03004064001003002;23.05.2024;309159499;303461595;1;170217,6;UZS
AAAD696899;03004064001003002;23.05.2024;309159499;303176332;1;170217,6;UZS
AAAD696900;03004064001003002;28.05.2024;309159499;303176332;1;170217,6;UZS
AAAD696901;03004064001003002;29.05.2024;309159499;306566311;2;175323,68;UZS
AAAD696902;03004064001003002;29.05.2024;309159499;310428419;2;170217,6;UZS
AAAD696903;03004064001003002;06.06.2024;309159499;303481064;10;168532;UZS
AAAD696904;03004064001003002;13.06.2024;309159499;303176332;1;170217,6;UZS
AAAD696905;03004064001003002;17.06.2024;309159499;310890684;2;170217,6;UZS
AAAD696906;03004064001003002;19.06.2024;309159499;203673231;2;175323,68;UZS
AAAD696907;03004064001003002;19.06.2024;309159499;309593768;4;170217,6;UZS
AAAD696908;03004064001003002;21.06.2024;309159499;304460525;5;170217,6;UZS
AAAD696909;03004064001003002;26.06.2024;309159499;308350611;1;170217,6;UZS
AAAD696910;03004064001003002;28.06.2024;309159499;309931805;2;170217,6;UZS
AAAD696911;03004064001003002;01.07.2024;309159499;302858963;2;166846,4;UZS
AAAD696912;03004064001003002;03.07.2024;309159499;305096770;2;170217,6;UZS
AAAD696913;03004064001003002;03.07.2024;309159499;305709820;2;170217,6;UZS
AAAD696914;03004064001003002;04.07.2024;309159499;303461595;4;170217,6;UZS
AAAD696915;03004064001003002;05.07.2024;309159499;304854500;10;170217,6;UZS
AAAD696916;03004064001003002;06.07.2024;309159499;300508275;1;175323,68;UZS
AAAD696917;03004064001003002;08.07.2024;309159499;206735254;1;170217,6;UZS
AAAD696918;03004064001003002;08.07.2024;309159499;310458800;1;170217,6;UZS
AAAD696919;03004064001003002;09.07.2024;309159499;307815198;1;170217,6;UZS
AAAD696920;03004064001003002;09.07.2024;309159499;306447934;4;166846,4;UZS
AAAD696921;03004064001003002;11.07.2024;309159499;310555428;2;170217,6;UZS
AAAD696922;03004064001003002;12.07.2024;309159499;306447934;2;166846,4;UZS
AAAD696923;03004064001003002;19.07.2024;309159499;303461595;3;170217,6;UZS
AAAD696924;03004064001003002;20.07.2024;309159499;306447934;2;166846,4;UZS
