ID UPAKOVKA;MXIK;DATA;INN DISTRIBUTOR;INN KONTRAGENT;KOL-VO;PRICE;PRICE TYPE
AAAE251740;03004491021001003;29.07.2024;303303592;201190559;60;133500;UZS
AAAE251741;03004402007001002;23.07.2024;303303592;200845880;100;268800;UZS
AAAE251742;03004635002006001;02.07.2024;303303592;308353496;4;90448,96;UZS
AAAE251743;03004635002006001;10.07.2024;303303592;309501746;2;90448,96;UZS
AAAE251744;03004635002006001;10.07.2024;303303592;303410864;6;90448,96;UZS
AAAE251745;03004635002006001;10.07.2024;303303592;309153515;3;90448,96;UZS
AAAE251746;03004635002006001;11.07.2024;303303592;303481064;4;90448,96;UZS
AAAE251747;03004635002006001;17.07.2024;303303592;305768044;5;90448,96;UZS
AAAE251748;03004635002006001;18.07.2024;303303592;308664853;2;90448,96;UZS
AAAE251749;03004635002006001;23.07.2024;303303592;304338500;2;90448,96;UZS
AAAE251750;03004635002006001;31.07.2024;303303592;309043003;1;90448,96;UZS
AAAE251751;03004635002006001;13.08.2024;303303592;306781156;2;90448,96;UZS
AAAE251752;03004635002006002;01.07.2024;303303592;304611067;1;131604,48;UZS
AAAE251753;03004635002006002;02.07.2024;303303592;306781156;2;135674,56;UZS
AAAE251754;03004635002006002;02.07.2024;303303592;308353496;5;135674,56;UZS
AAAE251755;03004635002006002;04.07.2024;303303592;200575403;1;135674,56;UZS
AAAE251756;03004635002006002;10.07.2024;303303592;205787523;1;135674,56;UZS
AAAE251757;03004635002006002;10.07.2024;303303592;309501746;2;135674,56;UZS
AAAE251758;03004635002006002;12.07.2024;303303592;310426484;2;135674,56;UZS
AAAE251759;03004635002006002;17.07.2024;303303592;305768044;5;135674,56;UZS
AAAE251760;03004635002006002;23.07.2024;303303592;309962086;2;135674,56;UZS
AAAE251761;03004635002006002;31.07.2024;303303592;303481064;6;135674,56;UZS
AAAE251762;03004635002006002;01.08.2024;303303592;308353496;6;135674,56;UZS
AAAE251763;03004292003001001;26.08.2024;303303592;203475905;5;2158184;UZS
AAAE251764;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251765;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251766;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251767;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251768;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251769;03004292003001001;27.08.2024;303303592;201327353;10;2158128;UZS
AAAE251770;03004541002004002;17.07.2024;303303592;201998334;56;176627,36;UZS
AAAE251771;03004012005036001;09.07.2024;303303592;207325289;100;20664;UZS
AAAE281120;03004012005036001;16.07.2024;303303592;200935895;200;20664;UZS
AAAE287003;03004012005036001;16.07.2024;303303592;201037707;300;20664;UZS
AAAE287004;03004012005036001;19.07.2024;303303592;311008156;500;20664;UZS
AAAE287005;03004012005036001;23.07.2024;303303592;304806836;350;20664;UZS
AAAE287006;03004012005036001;23.07.2024;303303592;200845880;100;20692;UZS
AAAE287007;03004012005036001;23.07.2024;303303592;304806836;350;20664;UZS
AAAE287008;03004012005036001;23.07.2024;303303592;200845880;200;20664;UZS
AAAE287009;03004012005036001;23.07.2024;303303592;200845880;200;20692;UZS
AAAE287010;03004411001075001;02.07.2024;303303592;311008156;500;40656;UZS
AAAE287011;03004411001075001;29.07.2024;303303592;200794510;200;40992;UZS
AAAE287012;03004411001075001;31.07.2024;303303592;204514063;200;40992;UZS
AAAE287013;03004172006006001;24.07.2024;303303592;200833951;1;164364,48;UZS
AAAE287014;03004172006006001;24.07.2024;303303592;306859674;1;164364,48;UZS
AAAE287015;03004172006006001;24.07.2024;303303592;303261590;1;164364,48;UZS
AAAE298748;03004172006006001;24.07.2024;303303592;307943704;1;164364,48;UZS
AAAE298749;03004172006006001;24.07.2024;303303592;309653803;1;164364,48;UZS
AAAE298750;03004172006006001;26.07.2024;303303592;311239154;2;164364,48;UZS
AAAE298751;03004172006006001;26.07.2024;303303592;303892503;1;164364,48;UZS
AAAE298752;03004172006006001;27.07.2024;303303592;308343674;1;164364,48;UZS
AAAE298753;03004172006006001;27.07.2024;303303592;203131099;1;164364,48;UZS
AAAE298754;03004172006006001;30.07.2024;303303592;309808212;3;164364,48;UZS
AAAE298755;03004172006006001;31.07.2024;303303592;302259688;2;164364,48;UZS
AAAE298756;03004172006006001;31.07.2024;303303592;204664867;5;164364,48;UZS
AAAE298757;03004172006006001;12.08.2024;303303592;307580002;2;164364,48;UZS
AAAE298758;03004172006006001;13.08.2024;303303592;307998232;3;164364,48;UZS
AAAE298759;03004172006006001;27.08.2024;303303592;309246010;2;164364,48;UZS
AAAE298760;03004172006006001;27.08.2024;303303592;300561458;3;164364,48;UZS
AAAE298761;03004172006006001;27.08.2024;303303592;301380571;1;164364,48;UZS
AAAE298762;03004478002009002;02.07.2024;303303592;201897254;528;87136;UZS
AAAE298763;03004028002029001;25.07.2024;303303592;203344459;200;64624;UZS
AAAE300822;03004245023002002;23.07.2024;303303592;200845880;200;1960;UZS
AAAE300823;03004250019007001;16.07.2024;303303592;310241035;2;64400;UZS
AAAE300824;03004250019007001;18.07.2024;303303592;309454401;2;64400;UZS
AAAE300825;03004411007022005;01.07.2024;303303592;307143663;1;56440,16;UZS
AAAE300826;03004411007022005;01.07.2024;303303592;206363529;5;56440,16;UZS
AAAE300827;03004411007022005;02.07.2024;303303592;304278402;10;56440,16;UZS
AAAE300828;03004411007022005;02.07.2024;303303592;300454012;5;56440,16;UZS
AAAK764375;03004411007022005;02.07.2024;303303592;302858963;1;56440,16;UZS
AAAK764376;03004411007022005;02.07.2024;303303592;305105480;1;54746,72;UZS
AAAK764377;03004411007022005;02.07.2024;303303592;207189370;1;56440,16;UZS
AAAK764378;03004411007022005;02.07.2024;303303592;309070754;2;56440,16;UZS
AAAK764379;03004411007022005;03.07.2024;303303592;306642050;2;56440,16;UZS
AAAK764380;03004411007022005;03.07.2024;303303592;300147654;5;56440,16;UZS
AAAK764381;03004411007022005;03.07.2024;303303592;309962617;23;56440,16;UZS
AAAK764382;03004411007022005;03.07.2024;303303592;309653803;10;56440,16;UZS
AAAK764383;03004411007022005;04.07.2024;303303592;309912242;5;48914,88;UZS
AAAK764384;03004411007022005;04.07.2024;303303592;303242069;5;56440,16;UZS
AAAK764385;03004411007022005;04.07.2024;303303592;306753751;5;56440,16;UZS
AAAK764386;03004411007022005;04.07.2024;303303592;302018433;5;56440,16;UZS
AAAK764387;03004411007022005;08.07.2024;303303592;309350531;1;56440,16;UZS
AAAK764388;03004411007022005;08.07.2024;303303592;305492857;3;56440,16;UZS
AAAK764389;03004411007022005;08.07.2024;303303592;205885726;3;56440,16;UZS
AAAK764390;03004411007022005;09.07.2024;303303592;305636027;2;46516,96;UZS
AAAK764391;03004411007022005;09.07.2024;303303592;307712303;5;56440,16;UZS
AAAK764392;03004411007022005;09.07.2024;303303592;309741908;2;56440,16;UZS
AAAK764393;03004411007022005;09.07.2024;303303592;300486320;1;56440,16;UZS
AAAK764394;03004411007022005;10.07.2024;303303592;303344598;5;56440,16;UZS
AAAK764395;03004411007022005;10.07.2024;303303592;308456691;20;56440,16;UZS
AAAK764396;03004411007022005;10.07.2024;303303592;203130947;2;56440,16;UZS
AAAK764397;03004411007022005;10.07.2024;303303592;310127642;27;54746,72;UZS
AAAK764398;03004411007022005;11.07.2024;303303592;308497174;20;56440,16;UZS
AAAK764399;03004411007022005;12.07.2024;303303592;305334062;2;56440,16;UZS
AAAK764400;03004411007022005;12.07.2024;303303592;307712303;2;56440,16;UZS
AAAK764401;03004411007022005;12.07.2024;303303592;310519296;2;54746,72;UZS
AAAK764402;03004411007022005;12.07.2024;303303592;302744084;2;56440,16;UZS
AAAK764403;03004411007022005;12.07.2024;303303592;206363529;6;56440,16;UZS
